Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Tallulah Black,,Living,Female,Good,,,,Brown,Brown,,DC,2007,18,4/1/07,
Leslie Willis,Public,Living,Female,Good,,,,,Blue,,DC,2006,18,3/1/06,
Peter Garibaldi,Public,Living,Male,Good,,,,Blue,,,DC,2003,18,10/1/03,
Alexander Montez,Public,Deceased,Male,Neutral,,,,Brown,Black,,DC,2001,18,9/1/01,
Trevor Barnes,Public,Deceased,Male,Good,,,,Brown,Brown,,DC,2001,18,7/1/01,
Brainiac 13,Secret,Deceased,Male,Bad,,,,,,,DC,2000,18,2/1/00,
Plunder,Secret,Living,Male,Bad,,,,Black,Brown,,DC,2000,18,10/1/00,
Thomas Burke,,Living,Male,Good,,,,Black,Black,,DC,2000,18,9/1/00,
Vincent Del Arrazio,,Living,Male,Good,,,,,,,DC,2000,18,8/1/00,
Eye,Secret,Deceased,Female,Good,,,,,Blond,,DC,1998,18,8/1/98,
Anne Fletcher,,Living,Female,Good,,,,Blue,Red,,DC,1997,18,6/1/97,
Scott Tucker,,Living,Male,Good,,,,,Blond,,DC,1997,18,6/1/97,
Jake Ketchum,Public,Living,Male,Good,,,,,Red,,DC,1996,18,12/1/96,
Dudley H. Dudley,Public,Living,Male,Good,,,,Blue,White,,DC,1995,18,3/1/95,
Meridian Mychaels,Secret,Living,Female,Good,,,,,Brown,,DC,1994,18,10/1/94,
Annie Bonelli,Public,Living,Female,Good,,,,Blue,Brown,,DC,1993,18,5/1/93,
Munchukk,Public,Deceased,Male,Good,,,,,,,DC,1993,18,8/1/93,
Amanita,Public,Living,Male,Good,,,,Brown,,,DC,1992,18,1/1/92,
Amy Beitermann,Public,Deceased,Female,,,,,Black,Black,,DC,1992,18,12/1/92,
John Flint,Public,Living,Male,Good,,,,,Brown,,DC,1992,18,10/1/92,
Shondra Kinsolving,Public,Living,Female,Good,,,,Brown,Black,,DC,1992,18,11/1/92,
Mary Frazier,Public,Living,Female,Good,,,,,Grey,,DC,1991,18,11/1/91,
Magdalene Kyle,Public,Living,Female,Neutral,,,,Green,Brown,,DC,1989,18,2/1/89,
J. Daniel Murphy,Public,Living,Male,Good,,,,,Red,,DC,1988,18,2/1/88,
Driq,,Deceased,Male,Good,,,,,,,DC,1987,18,10/1/87,
Jerry White,,Deceased,Male,Neutral,,,,Brown,Brown,,DC,1987,18,5/1/87,
Susan King,,Living,Female,Neutral,,,,,Blond,,DC,1987,18,9/1/87,
Thomas Emery,Secret,Living,Male,Bad,,,,Brown,Brown,,DC,1987,18,7/1/87,
Margaret Pye,Secret,Deceased,Female,Bad,,,,Blue,Red,,DC,1986,18,11/1/86,
Coeus,Public,Living,,Neutral,,,,,Blue,,DC,1985,18,8/1/85,
Michael Dugan,Public,Living,Male,Neutral,,,,Green,Red,,DC,1985,18,2/1/85,
Leah Wasserman,Secret,Deceased,Female,Bad,,,,Blue,White,,DC,1984,18,11/1/84,
Norman Brawler,Public,Living,Male,Good,,,,,Brown,,DC,1984,18,3/1/84,
Overmaster,Secret,Living,Male,Bad,,,,Red,,,DC,1984,18,12/1/84,
Gan Williams,Secret,Deceased,Male,Good,,,,Brown,Black,,DC,1983,18,6/1/83,
Jake Simmons,Secret,Living,Male,Bad,,,,Blue,Brown,,DC,1983,18,5/1/83,
Tavis Williams,Secret,Deceased,Male,Good,,,,Brown,Black,,DC,1983,18,6/1/83,
Daniel Cormac,Secret,Deceased,Male,Good,,,,,Red,,DC,1982,18,6/1/82,
Garn Daanuth,Public,Living,Male,Bad,,,,White,White,,DC,1982,18,7/1/82,
Jack of Spades III,Secret,Living,Male,Bad,,,,,Blond,,DC,1982,18,6/1/82,
Malet Dasim,Public,Living,Male,Good,,,,,,,DC,1980,18,7/1/80,
Kari Limbo,Public,Deceased,Female,Good,,,,Blue,Black,,DC,1979,18,6/1/79,
Crystal Frost,Public,Deceased,Female,,,,,Blue,Blue,,DC,1978,18,6/1/78,
Katherine Manser,Secret,Deceased,Female,Good,,,,Green,Red,,DC,1978,18,10/1/78,
Iris Jacobs,Public,Living,Female,,,,,,Red,,DC,1976,18,4/1/76,
Cranius,,Living,Male,Bad,,,,,,,DC,1973,18,1/1/73,
Gregori Arcane,Secret,Living,Male,Neutral,,,,,Black,,DC,1973,18,1/1/73,
Master Jansen,,Living,Male,Good,,,,,,,DC,1972,18,11/1/72,
Starbreaker,Secret,Living,Male,Bad,,,,Red,Black,,DC,1972,18,2/1/72,
Ted Brown,,Living,Male,Good,,,,,,,DC,1972,18,10/1/72,
Mordred of the Kindly Ones,,Living,Female,Neutral,,,,,White,,DC,1969,18,3/1/69,
Cleveland Brand,Public,Deceased,Male,Neutral,,,,Blue,Black,,DC,1968,18,4/1/68,
Irwin Hall,Public,Living,Male,Good,,,,,Grey,,DC,1968,18,6/1/68,
Edward Dawson,Secret,Living,Male,Bad,,,,Brown,Red,,DC,1967,18,7/1/67,
Light Fingers,,Living,Male,Good,,,,,Red,,DC,1967,18,4/1/67,
Urania Blackwell,Secret,Deceased,Female,Good,,,,Black,Green,,DC,1967,18,2/1/67,
Nameless,Secret,Deceased,Female,Good,,,,Photocellular,,,DC,1965,18,5/1/65,
Slim Kilkenny Stryker,Public,Deceased,Male,Good,,,,,Brown,,DC,1961,18,5/1/61,
Karin Grace,Public,Deceased,Female,Bad,,,,Blue,Blond,,DC,1959,18,9/1/59,
Thomas Curry,Public,Living,Male,Good,,,,Blue,Black,,DC,1959,18,5/1/59,
Gudra,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,1946,18,10/1/46,
Wanda Wilson,,Living,Female,Good,,,,,Brown,,DC,1942,18,1/1/42,
Julie Madison,Public,Living,Female,Good,,,,Blue,Black,,DC,1939,18,9/1/39,
Carla Moretti,Secret,Deceased,Female,Bad,,,,,Brown,,DC,2010,17,7/1/10,
Entity,Secret,Deceased,,Good,,,,,,,DC,2010,17,4/1/10,
Eric Moran,Secret,Living,Male,Neutral,,,,,Black,,DC,2010,17,7/1/10,Prime Earth
Achilles Warkiller,Secret,Living,Male,Good,,,,Blue,Blond,,DC,2009,17,5/1/09,
Frank Verrano,Secret,Living,Male,Good,,,,Black,Brown,,DC,2009,17,10/1/09,
Low,,Living,Male,Bad,,,,,,,DC,2007,17,8/1/07,
Marvin Kuttler,Public,Deceased,Male,Good,,,,Black,Brown,,DC,2006,17,5/1/06,
Nadia,Public,Deceased,Female,Good,,,,,Black,,DC,2006,17,12/1/06,
Shaolin Robot,Secret,Living,Male,Good,,,,Photocellular,,,DC,2006,17,6/1/06,
Tilt Shimura,Public,Living,Female,Good,,,,,,,DC,2004,17,4/1/04,
Onomatopoeia,Secret,Living,Male,Bad,,,,,Brown,,DC,2002,17,3/1/02,
Alexander Nero,Public,Deceased,Male,Bad,,,,Black,Red,,DC,2001,17,1/1/01,
Veronica Sinclair,Secret,Living,Female,Bad,,,,Green,Red,,DC,2001,17,9/1/01,
Aubrey Sparks,Secret,Living,Female,Neutral,,,,Blue,Black,,DC,2000,17,9/1/00,
Dagmar Procjnow,,Living,Female,Good,,,,Brown,Black,,DC,2000,17,8/1/00,
Doctor Poison II,,Living,Female,Bad,,,,Grey,Black,,DC,1999,17,12/1/99,
Johnny Sorrow,Secret,Deceased,Male,Bad,,,,,,,DC,1999,17,12/1/99,
Walker Gabriel,Secret,Deceased,Male,Good,,,,Brown,Black,,DC,1998,17,3/1/98,
Alan Wayne,Public,Deceased,Male,Good,,,,,Black,,DC,1997,17,10/1/97,
Benjamin Newton,,Living,Male,Good,,,,Green,Red,,DC,1997,17,6/1/97,
Frostbite,Secret,Living,Male,Good,,,,Blue,Blue,,DC,1997,17,6/1/97,
Jeremy Horton,,Living,Male,Good,,,,Blue,Blond,,DC,1997,17,6/1/97,
Magala,Secret,Deceased,Female,Good,,,,Brown,Brown,,DC,1997,17,8/1/97,
Frederick von Frankenstein,Public,Living,Male,Bad,,,,Red,Black,,DC,1996,17,10/1/96,
Ross Richman,Secret,Living,Male,Good,,,,Black,,,DC,1996,17,8/1/96,
Radu Stancu,Public,Living,Male,Good,,,,,,,DC,1994,17,12/1/94,
Jean Hawkins,Public,Living,Female,Good,,,,Brown,Brown,,DC,1993,17,6/1/93,Dakotaverse
Mace Gardner,Secret,Living,Male,Bad,,,,Green,Red,,DC,1993,17,9/1/93,
Vari Dzerchenko,,Living,Male,,,,,,Brown,,DC,1993,17,12/1/93,
Mitchell Anderson,Secret,Living,Male,Good,,,,,Brown,,DC,1992,17,12/1/92,
Delirium,Secret,Living,Female,Neutral,,,,,,,DC,1990,17,11/1/90,
Marianne,Public,Living,Female,Good,,,,Blue,Blond,,DC,1990,17,9/1/90,
Martin Jordan,Public,Deceased,Male,Good,,,,,Brown,,DC,1989,17,12/1/89,
Petey the Demon,,Living,Male,Good,,,,,,,DC,1988,17,12/1/88,
Albrecht von Mannheim,Secret,Living,Male,Good,,,,,Brown,,DC,1987,17,1/1/87,
Louis Godder,,Living,Male,Good,,,,,Black,,DC,1987,17,9/1/87,
Randall Adam,,Living,Male,,,,,Blue,Brown,,DC,1987,17,3/1/87,
Conrad Carapax,Public,Living,Male,Bad,,,,,,,DC,1986,17,6/1/86,
David Winston,Secret,Deceased,Male,Good,,,,Blue,Red,,DC,1985,17,11/1/85,
Trouble,Public,Living,Male,Good,,,,Black,White,,DC,1985,17,7/1/85,
Dale Gunn,,Living,Male,Good,,,,,Black,,DC,1984,17,10/1/84,
James Lockhart,Secret,Living,Male,Good,,,,Blue,Blond,,DC,1984,17,3/1/84,
Jock Verner,Public,Living,Male,Neutral,,,,,Brown,,DC,1984,17,7/1/84,
Vanessa van Helsing,Public,Living,Female,Neutral,,,,,Red,,DC,1982,17,7/1/82,
Eddore,Secret,Deceased,Male,Good,,,,Red,,,DC,1981,17,5/1/81,
Mikola Rostov,Public,Living,Male,Good,,,,,Brown,,DC,1981,17,7/1/81,
Mnemosyne,Public,Living,Female,Neutral,,,,Blue,Blond,,DC,1981,17,9/1/81,
Penelops,Secret,Living,Male,Good,,,,Blue,,,DC,1981,17,7/1/81,
Arkkis Chummuck,Public,Deceased,Male,Good,,,,Brown,Brown,,DC,1980,17,7/1/80,
Jason Burr,Public,Living,Male,Bad,,,,Black,,,DC,1976,17,3/1/76,
Justin Ballantine,Secret,Living,Male,Bad,,,,Blue,Brown,,DC,1974,17,6/1/74,
Fastbak,Public,Deceased,Male,Good,,,,Blue,Strawberry Blond,,DC,1971,17,11/1/71,
Azmodus,Secret,Living,Male,Bad,,,,,Black,,DC,1966,17,2/1/66,
Klarn Arg,Secret,Living,Male,,,,,,,,DC,1965,17,6/1/65,
Christine Madison,,Living,Female,Neutral,,,,,Blond,,DC,1960,17,8/1/60,
Matthew Savage,Public,Living,Male,Good,,,,Blue,Brown,,DC,1959,17,10/1/59,
Meredith Creamer,Secret,Living,Female,Good,,,,Blue,Red,,DC,1948,17,6/1/48,
Chay-Ara,Public,Living,Female,Good,,,,Brown,Brown,,DC,1940,17,1/1/40,
Fadir Nasser,Secret,Living,Male,Bad,,,,,,,DC,2009,16,7/1/09,
Garret Day,,Living,Male,Good,,,,,Red,,DC,2009,16,5/1/09,
Jack Latham,Public,Living,Male,Good,,,,Black,Grey,,DC,2009,16,10/1/09,
Nicholas Gage,Public,Living,Male,Good,,,,,Brown,,DC,2009,16,10/1/09,
Bethany Keele,,Living,Female,Neutral,,,,,,,DC,2008,16,7/1/08,
Crazy Shy Lolita Canary,Secret,Living,Female,Good,,,,Blue,Blond,,DC,2008,16,8/1/08,
John Nichol,,Deceased,Male,Bad,,,,,Brown,,DC,2008,16,3/1/08,
Miri Riam,Secret,Living,Female,Good,,,,Blue,Red,,DC,2008,16,12/1/08,
Forager III,Secret,Living,Female,Good,,,,,,,DC,2007,16,7/1/07,
Amparo Cardenas,Secret,Living,Female,Bad,,,,Brown,Brown,,DC,2006,16,7/1/06,
Horoq Nnot,,Deceased,Female,Good,,,,Green,Purple,,DC,2006,16,6/1/06,
Yurrd,Secret,Deceased,Male,Bad,,,,White,,,DC,2006,16,11/1/06,
Anjeli Singh,Public,Living,Female,Good,,,,,Black,,DC,2005,16,5/1/05,
Sandra Kincaid,Public,Living,Female,Good,,,,,Black,,DC,2005,16,5/1/05,
Anton Geist,,Deceased,Male,Neutral,,,,,,,DC,2004,16,7/1/04,
Slobo,Secret,Living,Male,Neutral,,,,Yellow,Black,,DC,2001,16,12/1/01,
Justeen,,Deceased,Female,Bad,,,,Brown,Brown,,DC,2000,16,6/1/00,
Clark Peter Ross,,Living,Male,Good,,,,Blue,Blond,,DC,1998,16,11/1/98,
George Sloan,Secret,Living,Male,Good,,,,,,,DC,1997,16,6/1/97,
Morlo,,Living,Male,Good,,,,Blue,Brown,,DC,1997,16,10/1/97,
Wilfred Parker,,Living,Male,Bad,,,,Green,Blond,,DC,1997,16,7/1/97,
Grayven,Public,Deceased,Male,Bad,,,,Red,Black,,DC,1996,16,6/1/96,
James Tilton,Public,Deceased,Male,Good,,,,Yellow,Black,,DC,1996,16,12/1/96,
Kindred Marx,Public,Living,Male,Good,,,,Blue,Blond,,DC,1996,16,9/1/96,
Nina Skorzeny,Public,Living,Female,Good,,,,Red,Black,,DC,1996,16,12/1/96,
Philbert Hoskins,Public,Living,Male,Good,,,,Yellow,,,DC,1996,16,12/1/96,
Ebenezer Batson,Public,Living,Male,Bad,,,,Black,,,DC,1995,16,3/1/95,
Chase Lawler,Secret,Deceased,Male,Good,,,,,Brown,,DC,1994,16,10/1/94,
Thomas Trigger,Public,Deceased,Male,Bad,,,,Green,Red,,DC,1993,16,10/1/93,
Jack T. Chance,Public,Deceased,Male,Good,,,,Red,Blue,,DC,1992,16,6/1/92,
Deathwing,Secret,Living,Male,Bad,,,,Blue,Black,,DC,1991,16,1/1/91,Team Titans
David Knight,Secret,Deceased,Male,Good,,,,Brown,Brown,,DC,1990,16,9/1/90,
Hans Leckter,Secret,Deceased,Male,Bad,,,,Blue,Blond,,DC,1990,16,6/1/90,
Lord Havok,Secret,Living,Male,Bad,,,,Blue,,,DC,1990,16,6/1/90,
Ramban,,Living,Male,Good,,,,Brown,Black,,DC,1990,16,9/1/90,
Tobias Manning,Public,Deceased,Male,Bad,,,,Blue,Brown,,DC,1990,16,8/1/90,
Tracer,Secret,Living,Male,Bad,,,,Brown,Red,,DC,1990,16,6/1/90,
Dwayne Wainwright,,Living,Male,Bad,,,,White,Blond,,DC,1989,16,10/1/89,
Hector Enriquez,Public,Living,Male,Good,,,,,Black,,DC,1989,16,8/1/89,
Katharine Ferbel,Public,Living,Female,Good,,,,,Red,,DC,1989,16,1/1/89,
Vincent Edge,Public,Living,Male,Bad,,,,,White,,DC,1989,16,9/1/89,
Edward Wolfson,Public,Living,Male,Good,,,,,Brown,,DC,1988,16,10/1/88,
Hellene,,Deceased,Female,Good,,,,,Blond,,DC,1988,16,3/1/88,
Jeremy Wakefield,Secret,Living,Male,Good,,,,,Blond,,DC,1988,16,4/1/88,
Kalia Campbell,,Living,Female,Good,,,,,Red,,DC,1988,16,7/1/88,
Merc,Public,Living,Female,Good,,,,Brown,Brown,,DC,1988,16,12/1/88,
Serafina Arkadin,Secret,Living,Female,Good,,,,Blue,Blond,,DC,1988,16,3/1/88,
Valerie Beaudry,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,1988,16,4/1/88,
Briscoe,Secret,Deceased,Male,Good,,,,,Black,,DC,1987,16,5/1/87,
Kim Liang,Public,Living,Female,Good,,,,Blue,Black,,DC,1987,16,4/1/87,
Zviad Baazovi,Secret,Living,Male,Neutral,,,,,Black,,DC,1986,16,1/1/86,
Artin,Public,Deceased,Male,Good,,,,,,,DC,1985,16,6/1/85,
Hurrambi Marlo,,Deceased,Male,Bad,,,,,,,DC,1985,16,3/1/85,
Lady Liberty I,Secret,Deceased,Female,Good,,,,Black,Black,,DC,1984,16,9/1/84,
Harry Hokum,Secret,Living,Male,Bad,,,,Blue,Grey,,DC,1983,16,6/1/83,
Princess Emerald II,,Deceased,Female,,,,,Green,White,,DC,1983,16,9/1/83,
Dmitri Mishkin,Public,Deceased,Male,Good,,,,Black,White,,DC,1981,16,3/1/81,
Iapetus,Public,Living,Male,Neutral,,,,Blue,Grey,,DC,1981,16,9/1/81,
J.A.K.E. I,Secret,Deceased,Male,Good,,,,Photocellular,,,DC,1981,16,7/1/81,
Itty,Secret,Living,Male,Good,,,,,,,DC,1977,16,3/1/77,
Nebiros,,Living,Male,Bad,,,,,,,DC,1975,16,4/1/75,
Garrett Sanford,Secret,Deceased,Male,Good,,,,Black,,,DC,1974,16,12/1/74,
Gus Gray,,Deceased,Male,Good,,,,Black,,,DC,1973,16,4/1/73,
Eve,Secret,Living,Female,Good,,,,,Black,,DC,1972,16,9/1/72,
Lonar,Public,Deceased,Male,,,,,Brown,Black,,DC,1971,16,11/1/71,
Arthur Reeves,Public,Living,Male,,,,,,,,DC,1970,16,5/1/70,
Sven Larson,,Living,Male,Bad,,,,Black,White,,DC,1964,16,8/1/64,
Bess Lynn,Secret,Deceased,Female,Good,,,,Blue,Blond,,DC,1962,16,8/1/62,
Qwsp,Secret,Living,Male,Good,,,,Red,Green,,DC,1962,16,2/1/62,
John Pemberton,,Living,Male,Neutral,,,,,Grey,,DC,1941,16,10/1/41,
Stormy Foster,Secret,Living,Male,Good,,,,,Black,,DC,1941,16,12/1/41,Earth-X
"Richard Grey, Jr.",Secret,Living,Male,Good,,,,Blue,Black,,DC,1940,16,5/1/40,
Adara,Secret,Deceased,,Good,,,,,,,DC,2010,15,5/1/10,Entity
Adara,Secret,Deceased,Female,Bad,,,,Blue,Green,,DC,1994,6,11/1/94,
Anna Fortune,Secret,Living,Female,Good,,,,Gold,Blond,,DC,2010,15,6/1/10,
Ophidian,Secret,Deceased,,Bad,,,,,,,DC,2010,15,5/1/10,
Proselyte,Secret,Deceased,,Good,,,,,,,DC,2010,15,5/1/10,
Lori Luthor,Public,Living,Female,Good,,,,Blue,Blond,,DC,2009,15,10/1/09,
Simon Peters,Public,Living,Male,Neutral,,,,,Brown,,DC,2009,15,7/1/09,
Simon Valentine,Public,Living,Male,,,,,Brown,Brown,,DC,2009,15,10/1/09,
Ann Preston,Public,Living,Female,Neutral,,,,,Red,,DC,2008,15,7/1/08,
Gog I,Public,Living,Male,Neutral,,,,White,,,DC,2008,15,3/1/08,
Harry Bailey,Public,Living,Male,Neutral,,,,,Brown,,DC,2008,15,7/1/08,
Kim Kimura,Public,Living,Female,Good,,,,Green,Green,,DC,2008,15,8/1/08,
Tri-Eye,,Deceased,Male,Bad,,,,Black,,,DC,2008,15,2/1/08,
Bzzd,Public,Deceased,Male,Good,,,,Red,,,DC,2007,15,7/1/07,
Jax-Ur,Public,Living,Male,Bad,,,,,Black,,DC,2007,15,2/1/07,
Nix Uotan,,Living,Male,Good,,,,Brown,Brown,,DC,2007,15,12/1/07,
Daniel Carter,Secret,Living,Male,Good,,,,Blue,Blond,,DC,2006,15,9/1/06,
Emma Glenn,Public,Living,Female,Good,,,,Brown,Brown,,DC,2006,15,9/1/06,
Josephine Tautin,Public,Living,Female,Good,,,,,Red,,DC,2006,15,10/1/06,
Sin,Secret,Living,Female,,,,,,Black,,DC,2006,15,5/1/06,
Carl Worth,Public,Living,Male,Good,,,,Blue,Brown,,DC,2005,15,10/1/05,
Parademon,,Deceased,Male,Neutral,Parademon,,,,White,,DC,2005,15,7/1/05,
Arturo Rodriguez,Public,Living,Male,Good,,,,Brown,Brown,,DC,2004,15,6/1/04,
Elias Orr,Public,Living,Male,Bad,,,,Blue,Blond,,DC,2004,15,7/1/04,
Equus,Secret,Living,Male,Bad,,,,,,,DC,2004,15,8/1/04,
Io,Public,Living,Female,Good,,,,Brown,Brown,,DC,2003,15,11/1/03,
Lianna,,Living,Female,Neutral,,,,Green,Black,,DC,2003,15,5/1/03,
Warren White,Secret,Living,Male,Bad,,,,,,,DC,2003,15,7/1/03,
Eric Cohen,,Living,Male,Good,,,,,Black,,DC,2001,15,3/1/01,
Faora,Secret,Living,Female,Bad,Kryptonian,,,Brown,Brown,,DC,2001,15,7/1/01,
Nathan Craig Jones,Secret,Living,Male,Good,,,,Brown,Black,,DC,2001,15,3/1/01,
Buzz Cohen,Public,Living,Male,,,,,,Black,,DC,2000,15,4/1/00,
Jill Carlyle,Secret,Living,Female,Neutral,,,,Brown,Black,,DC,2000,15,4/1/00,
Kyle Abbot,Public,Living,Male,Neutral,,,,Brown,Black,,DC,2000,15,4/1/00,
Mortalla,,Deceased,Female,Bad,,,,Blue,Black,,DC,2000,15,11/1/00,
Soseh Mykros,Secret,Deceased,Female,Good,,,,Blue,Red,,DC,2000,15,10/1/00,
Devastation,Secret,Living,Female,Bad,,,,Blue,Red,,DC,1999,15,4/1/99,
Louis Martin,Public,Living,Male,Neutral,,,,Blue,Brown,,DC,1997,15,8/1/97,
Amanda Spence,Public,Living,Female,Bad,,,,Brown,Brown,,DC,1996,15,10/1/96,
Marion Grange,,Deceased,Female,Good,,,,,White,,DC,1996,15,2/1/96,
Cissy Chambers,Public,Living,Female,Good,,,,Brown,Brown,,DC,1995,15,3/1/95,
Death Masque,Public,Deceased,Male,Bad,,,,,,,DC,1994,15,7/1/94,
Scavenger,Secret,Living,Male,Bad,,,,White,White,,DC,1994,15,3/1/94,
Chaser Bron,Secret,Deceased,Male,Good,,,,Yellow,Grey,,DC,1993,15,7/1/93,
Joseph Gardner,,Living,Male,Bad,,,,Blue,Red,,DC,1993,15,8/1/93,
Thaddeus Trigger,Public,Deceased,Male,Bad,,,,Green,Red,,DC,1993,15,10/1/93,
Yvette DuBois,Public,Living,Female,Good,,,,,Black,,DC,1993,15,10/1/93,
Aa,Secret,Living,Female,Good,,,,,,,DC,1992,15,2/1/92,
Huvah Jeddigar,Public,Living,Male,Good,,,,,Black,,DC,1992,15,10/1/92,
Reemuz,Public,Deceased,Male,Good,,,,Black,,,DC,1992,15,9/1/92,
Sleer Prigatz,Public,Living,Male,Good,,,,,,,DC,1992,15,10/1/92,
Porm,Secret,Deceased,Female,Good,,,,Black,,,DC,1991,15,12/1/91,
Adam Cray,Secret,Deceased,Male,Good,,,,Blue,Red,,DC,1990,15,8/1/90,
Jesse Vega,Public,Living,Male,Good,,,,,Black,,DC,1989,15,8/1/89,
Eileen Flowers,Public,Living,Female,Good,,,,,Blond,,DC,1988,15,4/1/88,
Frederick Rhino,Public,Living,Male,Bad,,,,Blue,Black,,DC,1988,15,2/1/88,
Janwillem Kroef,Public,Living,Male,Bad,,,,,White,,DC,1988,15,1/1/88,
John Reed,,Living,Male,Good,,,,,Brown,,DC,1988,15,4/1/88,
Marj,Public,Living,Female,Good,,,,Blue,Red,,DC,1988,15,12/1/88,
Mary Martin,Public,Living,Female,,,,,Black,Black,,DC,1988,15,4/1/88,
Bynai Bruun,,Living,Female,Good,,,,,Black,,DC,1987,15,1/1/87,
Gene LaBostrie,Public,Living,Male,Good,,,,,Black,,DC,1987,15,9/1/87,
John Hillary,,Living,Male,Good,,,,,Brown,,DC,1987,15,3/1/87,
Sondra Fuller,Secret,Living,Female,Bad,,,,Black,,,DC,1987,15,7/1/87,
Angelika Bal,,Deceased,Female,Bad,,,,,Black,,DC,1986,15,10/1/86,
Chiller,Secret,Living,Male,Bad,,,,Red,,,DC,1986,15,9/1/86,
Ilona Markov,,Deceased,Female,Good,,,,,Red,,DC,1986,15,2/1/86,
Murray Takamoto,Public,Living,Male,Good,,,,,Black,,DC,1986,15,6/1/86,
John Malone,Secret,Living,Male,Bad,,,,Blue,,,DC,1985,15,1/1/85,
Marcie Cooper,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,1985,15,5/1/85,
Blackbriar Thorn,Secret,Living,Male,Bad,,,,Red,Brown,,DC,1984,15,2/1/84,
Hardhat,Secret,Living,Male,Bad,,,,,,,DC,1984,15,5/1/84,
Silent Majority,,Deceased,Male,Bad,,,,Black,Brown,,DC,1984,15,9/1/84,
Paul Hoben,Public,Living,Male,Good,,,,,Brown,,DC,1983,15,9/1/83,
Jack Gold,Public,Living,Male,Neutral,,,,Black,,,DC,1982,15,7/1/82,
William Craig,Public,Living,Male,Good,,,,,Brown,,DC,1982,15,8/1/82,
Darryl Frye,,Living,Male,,,,,,,,DC,1980,15,5/1/80,
Warren Griffith,Secret,Living,Male,Good,,,,,Brown,,DC,1980,15,11/1/80,
Calvin Durham,Public,Living,Male,Good,,,,,,,DC,1977,15,9/1/77,
El Papagayo,Secret,Deceased,Male,Bad,,,,Brown,Black,,DC,1977,15,6/1/77,
Patty Spivot,,Living,Female,Good,,,,Blue,Blond,,DC,1977,15,9/1/77,
Thomas Morita,Secret,Deceased,Male,Bad,,,,Black,Black,,DC,1977,15,11/1/77,
Starfire,Public,Living,Female,Good,Tamaranean,193,71,Blue,Black,Orange,DC,1976,15,9/1/76,
Elpis,Secret,Living,Male,Bad,,,,Red,Black,,DC,1975,15,6/1/75,
Jed Paulsen,Public,Living,Male,Good,,,,,Blond,,DC,1974,15,12/1/74,
August Durant,Secret,Deceased,Male,,,,,Brown,Black,,DC,1968,15,5/1/68,
Hi-Jack,,Living,Male,Bad,,,,,,,DC,1966,15,3/1/66,
John Starr,Secret,Living,Male,Bad,,,,Blue,Brown,,DC,1965,15,5/1/65,
Memakata,Public,Living,Female,Good,,,,,Black,,DC,1963,15,5/1/63,
Archibald Asher,Public,Deceased,Male,Good,,,,,,,DC,1961,15,5/1/61,
Richard Carter,Secret,Living,Male,Good,,,,Blue,Black,,DC,1954,15,1/1/54,Earth-One
Colleen Franklin,,Living,Female,Good,,,,Green,Red,,DC,2011,14,2/1/11,
Roxy,Public,Living,Female,Good,,,,White,Blue,,DC,2010,14,3/1/10,
Carrie Cutter,Secret,Living,Female,Bad,,,,Green,Red,,DC,2009,14,2/1/09,
Big Atomic Lantern Boy,,Living,Male,Good,,,,,,,DC,2008,14,8/1/08,
Cressida,,Living,Female,,,,,,,,DC,2008,14,7/1/08,
Elise Kimble,Public,Living,Female,Bad,,,,,Red,,DC,2008,14,4/1/08,
Poet,Secret,Living,Male,Neutral,,,,,Black,,DC,2008,14,7/1/08,
Well-Spoken Sonic Lightning Flash,,Living,Male,Good,,,,,,,DC,2008,14,8/1/08,
Jenna Raleigh,Secret,Living,Female,Good,,,,Black,Black,,DC,2007,14,1/1/07,
Maash,Public,Living,Male,Bad,,,,Black,,,DC,2007,14,8/1/07,
Moose,Secret,Living,Male,Bad,,,,Black,,,DC,2007,14,8/1/07,
Chang Tzu,Secret,Living,Male,Bad,,,,Red,,,DC,2006,14,6/1/06,
Doctor Gotham,Identity Unknown,Deceased,Male,Bad,,,,Blue,White,,DC,2006,14,11/1/06,
Panda Potter,Public,Deceased,Male,Good,,,,,Black,,DC,2006,14,8/1/06,
Sylbert Rundine,Secret,Living,Male,Bad,,,,Green,Red,,DC,2006,14,10/1/06,
Tyrone the Dog,,Living,Male,Neutral,,,,,Grey,,DC,2006,14,11/1/06,
Zou Kang,Secret,Living,Male,,,,,Brown,Black,,DC,2006,14,6/1/06,
Jake Jordan,Public,Living,Male,Good,,,,Brown,Black,,DC,2005,14,5/1/05,
Mister Terrible,Secret,Living,Male,Bad,,,,Black,Brown,,DC,2005,14,11/1/05,
Nathan Howe,Secret,Living,Male,Good,,,,Blue,Brown,,DC,2005,14,7/1/05,
Andrew Grubs,Public,Deceased,Male,Good,,,,,Blond,,DC,2004,14,7/1/04,
Maat Shadid,Secret,Living,Female,Bad,,,,,Brown,,DC,2004,14,5/1/04,
Vera Lynn Black,Secret,Living,Female,Good,,,,Blue,Blond,,DC,2004,14,8/1/04,
Humphry Dumpler,Public,Living,Male,Neutral,,,,,,,DC,2003,14,8/1/03,
